frame_number,class_id,object_id,x1,y1,x2,y2
67,1,1,1006,517,1403,786
68,1,1,1006,517,1403,786
69,1,1,1006,517,1403,786
70,1,1,1006,517,1403,786
71,1,1,1006,516,1403,786
72,1,1,1006,515,1403,786
73,1,1,1006,515,1403,786
74,1,1,1006,516,1403,787
75,1,1,1006,515,1403,786
76,1,1,1005,515,1403,787
77,1,1,1005,515,1403,787
78,1,1,1006,517,1403,787
79,1,1,1006,516,1403,787
80,1,1,1006,517,1403,787
81,1,1,1006,518,1403,786
82,1,1,1005,516,1403,786
83,1,1,1005,516,1402,786
84,1,1,1006,516,1403,786
85,1,1,1005,516,1402,786
86,1,1,1006,516,1403,786
87,1,1,1006,518,1403,787
88,1,1,1006,518,1403,787
89,1,1,1006,518,1403,787
90,1,1,1006,518,1403,787
91,1,1,1006,517,1403,786
92,1,1,1006,519,1403,786
93,1,1,1006,522,1404,788
94,1,1,1006,523,1404,788
95,1,1,1007,523,1404,788
96,1,1,1006,523,1404,789
97,1,1,1006,522,1404,788
98,1,1,1006,522,1404,789
99,1,1,1006,522,1404,789
100,1,1,1006,522,1404,788
101,1,1,1006,522,1404,788
102,1,1,1006,521,1404,788
103,1,1,1006,521,1404,788
104,1,1,1006,522,1404,789
105,1,1,1006,522,1404,789
106,1,1,1007,523,1404,789
107,1,1,1006,522,1404,789
108,1,1,1006,523,1403,791
109,1,1,1005,523,1403,791
110,1,1,1005,527,1403,795
111,1,1,1005,528,1404,797
112,1,1,1005,529,1404,798
113,1,1,1004,529,1404,800
114,1,1,1003,529,1403,800
115,1,6,678,569,775,839
115,2,1,1001,530,1402,802
116,1,6,668,565,774,846
116,2,1,997,531,1400,804
117,1,6,661,564,773,849
117,2,1,994,529,1398,803
118,1,6,653,559,765,848
118,2,1,986,529,1392,803
119,1,6,645,555,758,847
119,2,1,980,528,1385,802
120,1,6,638,558,743,845
120,2,1,966,528,1372,804
121,1,6,616,556,723,847
121,2,1,953,526,1361,803
122,1,6,585,557,693,850
122,2,1,933,526,1341,804
123,1,6,564,555,670,852
123,2,1,914,526,1325,805
124,1,7,32,263,518,899
124,2,6,542,562,634,854
124,10,1,883,526,1295,806
125,1,7,0,261,489,902
125,2,1,858,526,1271,807
126,1,7,-17,263,458,903
126,2,1,827,527,1241,808
127,1,7,-28,270,416,904
127,2,1,790,529,1205,810
128,1,10,334,543,433,896
128,2,7,-35,274,373,901
128,10,1,749,528,1166,811
129,1,10,268,543,375,898
129,2,1,705,531,1125,815
130,1,10,204,543,318,902
130,2,1,658,537,1080,821
131,1,10,144,549,248,892
131,2,1,608,539,1033,823
132,1,10,77,557,172,898
132,2,1,551,539,981,825
133,1,1,496,541,928,828
134,1,1,435,540,874,832
135,1,1,371,540,817,837
136,1,1,305,543,758,845
137,1,1,237,542,699,851
138,1,1,166,538,637,855
139,1,1,93,540,575,863
140,1,1,22,538,513,869
141,1,1,-21,533,450,873
142,1,1,-47,533,391,878
143,1,1,-59,532,342,882
144,1,1,-76,542,268,892
149,1,18,1731,561,1902,693
150,1,18,1680,552,1896,688
151,1,18,1622,548,1869,684
152,1,18,1578,546,1841,680
153,1,18,1526,545,1801,678
154,1,20,1743,556,1867,670
154,1,18,1465,543,1746,673
155,1,20,1704,555,1835,664
155,1,18,1424,542,1707,670
156,1,21,1706,568,1802,656
156,1,20,1666,558,1798,660
156,1,18,1381,542,1666,668
157,1,20,1604,555,1742,658
157,1,18,1331,541,1615,666
158,1,20,1542,557,1679,658
158,1,18,1277,543,1560,666
159,1,20,1509,557,1646,656
159,1,18,1239,543,1522,667
160,1,20,1479,556,1618,655
160,1,18,1207,542,1491,665
161,1,27,1414,555,1510,652
161,1,20,1425,556,1560,652
161,1,18,1147,540,1431,664
162,1,27,1370,559,1453,650
162,1,20,1381,555,1518,651
162,1,18,1106,539,1390,663
163,1,27,1328,563,1406,651
163,1,20,1343,557,1479,652
163,1,18,1061,541,1346,666
164,1,30,1345,568,1438,656
164,1,27,1289,568,1363,654
164,1,20,1302,560,1438,655
164,1,18,1018,544,1306,671
165,1,30,1307,572,1398,661
165,1,27,1251,571,1323,659
165,1,20,1256,562,1395,659
165,1,18,974,547,1265,675
166,1,30,1260,575,1354,667
166,1,27,1207,573,1277,662
166,1,20,1212,564,1353,664
166,1,18,929,549,1222,678
167,1,27,1168,574,1235,664
167,1,20,1179,568,1315,668
167,1,18,884,551,1181,681
168,1,27,1125,574,1192,666
168,1,20,1135,568,1273,668
168,1,18,839,553,1140,685
169,1,27,1085,574,1152,667
169,1,20,1094,567,1233,669
169,1,18,796,554,1100,688
170,1,30,1098,576,1193,668
170,1,27,1042,572,1109,666
170,1,20,1052,565,1193,666
170,1,18,745,551,1053,685
171,1,31,1793,502,1913,674
171,1,30,1061,564,1155,658
171,1,27,1004,566,1072,660
171,1,20,1014,557,1155,658
171,1,18,703,544,1015,681
172,1,31,1767,482,1912,673
172,1,30,1025,559,1123,654
172,1,27,961,557,1034,655
172,1,20,980,552,1122,654
172,1,18,664,540,981,679
173,1,33,1848,610,1919,877
173,1,31,1721,466,1903,667
173,1,30,998,555,1098,651
173,1,27,941,554,1015,651
173,1,20,952,546,1097,649
173,1,18,635,536,955,676
174,1,33,1849,611,1920,879
174,1,31,1684,456,1901,662
174,1,30,971,548,1074,647
174,1,27,902,549,985,649
174,10,20,922,540,1071,646
174,1,18,600,530,925,672
175,1,31,1658,450,1902,661
175,1,30,944,545,1048,644
175,1,27,867,546,957,647
175,1,20,892,536,1044,644
175,1,18,565,526,895,669
176,1,30,918,548,1022,648
176,1,20,861,537,1017,647
176,1,18,527,527,864,672
177,1,38,826,564,908,666
177,1,37,1641,492,1923,689
177,1,35,1858,723,1924,942
177,1,30,895,564,997,663
177,1,20,836,548,993,661
177,1,18,490,537,834,684
178,1,38,800,585,885,690
178,1,37,1632,502,1921,703
178,1,35,1867,755,1924,953
178,1,30,870,583,972,682
178,1,20,806,566,966,680
178,1,18,454,559,805,708
179,1,38,772,603,859,708
179,1,37,1631,510,1921,714
179,1,30,844,599,948,699
179,1,20,781,585,944,700
179,1,18,417,576,778,726
180,1,38,745,615,829,720
180,1,37,1578,516,1904,724
180,1,30,816,609,920,711
180,10,20,765,600,922,713
180,1,18,374,591,745,742
181,1,39,699,614,804,715
181,1,37,1541,521,1900,735
181,1,30,788,612,894,715
181,10,20,743,603,897,716
181,1,18,335,594,715,747
182,1,39,676,601,781,704
182,10,37,1513,516,1901,737
182,1,30,763,602,872,707
182,1,20,704,590,868,707
182,1,18,301,581,690,737
183,1,39,656,577,761,682
183,10,37,1496,497,1905,720
183,1,30,746,579,856,688
183,1,20,685,568,853,687
183,1,18,273,556,671,714
184,1,39,635,560,741,666
184,1,37,1481,480,1907,703
184,1,30,729,562,841,671
184,10,20,660,549,835,671
184,1,18,239,540,643,700
185,1,39,623,561,727,666
185,1,37,1466,471,1909,696
185,1,30,713,558,828,669
185,10,20,646,546,824,669
185,1,18,215,538,627,702
186,1,39,603,577,708,684
186,10,37,1456,480,1909,702
186,1,30,694,572,810,685
186,10,20,621,560,805,685
186,1,18,181,556,601,722
187,1,43,1442,509,1775,717
187,1,37,1443,497,1909,720
187,1,30,676,591,794,706
187,1,20,611,580,794,707
187,10,18,147,573,582,744
188,1,45,550,620,668,729
188,1,43,1425,527,1757,736
188,1,30,653,605,774,721
188,10,20,584,592,772,720
188,10,18,106,585,556,760
189,1,45,522,620,646,734
189,1,44,1396,532,1887,755
189,1,43,1399,533,1744,747
189,1,30,634,611,756,727
189,1,20,561,596,753,726
189,1,18,68,588,531,767
190,1,45,500,616,625,733
190,1,43,1377,533,1725,749
190,1,30,616,610,740,727
190,1,20,539,595,734,727
190,1,18,28,585,507,768
191,1,48,1446,616,1572,740
191,1,47,1562,620,1730,741
191,1,45,473,603,603,725
191,1,43,1368,518,1725,740
191,1,30,595,602,723,721
191,1,20,519,584,718,719
191,1,18,2,576,488,765
192,1,48,1447,603,1577,729
192,1,47,1568,606,1736,730
192,1,45,448,590,581,715
192,1,43,1357,501,1728,729
192,1,30,572,584,703,708
192,1,20,484,571,697,711
192,1,18,-13,566,472,760
193,1,49,1446,586,1680,722
193,1,48,1447,589,1593,721
193,1,45,418,580,557,709
193,1,44,1572,589,1914,740
193,1,43,1330,488,1695,711
193,1,30,549,577,683,703
193,1,20,462,560,680,703
193,10,18,-26,559,447,757
194,1,49,1438,582,1681,722
194,1,48,1441,582,1600,719
194,1,45,389,575,531,706
194,1,44,1583,590,1913,737
194,1,43,1316,480,1677,703
194,1,30,525,570,663,700
194,1,20,446,554,664,700
194,1,18,-34,553,424,758
195,1,51,1304,458,1749,698
195,1,50,1303,556,1442,698
195,1,49,1432,576,1684,719
195,1,48,1435,579,1595,718
195,1,45,358,567,507,703
195,1,44,1588,586,1913,734
195,1,43,1308,469,1683,698
195,1,30,503,562,643,695
195,1,20,418,549,642,697
195,10,18,-40,547,395,757
196,1,51,1279,454,1726,696
196,1,50,1282,534,1433,690
196,1,49,1429,571,1691,717
196,1,48,1430,572,1600,715
196,1,45,321,561,479,701
196,1,44,1591,582,1913,732
196,1,43,1294,460,1688,696
196,1,30,477,554,622,690
196,1,20,389,539,618,690
196,10,18,-42,539,369,756
197,1,51,1255,450,1671,686
197,1,50,1269,520,1425,686
197,1,49,1421,567,1689,714
197,10,48,1423,566,1602,713
197,1,45,282,558,451,702
197,1,44,1594,577,1913,729
197,1,43,1272,453,1673,694
197,1,30,451,551,600,690
197,1,20,361,537,596,690
197,1,18,-44,535,340,758
198,1,51,1241,449,1638,681
198,1,50,1252,516,1413,687
198,1,48,1417,563,1600,712
198,1,45,245,558,425,707
198,10,44,1596,572,1912,728
198,1,43,1251,448,1655,692
198,1,30,428,546,580,691
198,1,20,331,539,574,694
198,1,18,-47,537,307,766
199,1,51,1231,442,1624,678
199,1,48,1418,561,1610,713
199,1,45,215,559,402,712
199,10,44,1609,570,1915,728
199,1,30,401,544,558,694
199,1,20,308,536,556,696
199,1,18,-49,539,273,775
200,1,48,1416,559,1615,715
200,1,45,183,560,377,718
200,10,44,1604,571,1914,736
200,1,30,374,543,536,699
200,1,20,277,536,533,700
200,1,18,-51,544,236,785
201,1,48,1415,558,1622,717
201,1,45,143,561,345,723
201,10,44,1603,570,1914,738
201,1,30,347,542,513,703
201,1,20,230,535,504,704
201,1,18,-52,548,197,793
202,1,48,1419,556,1641,719
202,1,45,104,561,316,727
202,1,44,1605,567,1915,741
202,1,43,1185,424,1597,682
202,1,30,318,540,489,706
202,10,18,-53,555,158,802
203,10,48,1420,556,1658,720
203,1,45,60,561,289,734
203,1,44,1610,565,1917,741
203,1,43,1173,421,1583,683
203,1,30,296,539,472,709
203,1,18,-52,561,123,811
204,1,48,1418,561,1671,727
204,10,45,18,568,260,745
204,1,44,1613,569,1917,749
204,1,43,1161,423,1575,689
204,1,30,269,543,449,718
205,1,48,1413,569,1679,738
205,1,45,-8,579,231,761
205,1,44,1616,578,1919,763
205,1,43,1144,429,1570,700
205,1,30,233,553,420,733
205,1,20,49,543,402,732
206,1,48,1398,575,1667,747
206,1,45,-23,584,205,771
206,1,44,1620,580,1920,771
206,1,43,1124,439,1553,711
206,1,30,200,557,395,743
206,1,20,15,547,383,741
207,1,48,1392,576,1663,752
207,1,45,-29,588,185,778
207,1,44,1623,581,1921,779
207,1,43,1105,435,1538,713
207,1,30,174,557,375,748
207,1,20,-2,548,372,746
208,1,48,1389,578,1664,757
208,1,45,-35,590,158,784
208,1,44,1628,582,1922,786
208,1,43,1090,428,1528,715
208,1,30,143,555,352,753
208,1,20,-13,548,358,751
209,1,55,1077,426,1521,722
209,1,48,1388,579,1666,761
209,1,45,-38,582,135,784
209,10,44,1633,558,1926,781
209,1,43,1077,428,1518,720
209,1,30,116,556,331,760
209,1,20,-19,552,344,758
210,1,55,1054,432,1499,726
210,1,48,1391,578,1677,764
210,1,45,-37,574,115,783
210,1,44,1640,535,1930,782
210,10,43,1055,428,1500,723
210,1,20,-26,552,322,764
211,1,55,1038,435,1483,726
211,1,48,1395,576,1694,765
211,1,44,1648,543,1929,799
211,1,43,1039,427,1488,725
211,1,20,-31,553,300,768
212,1,58,1406,574,1876,771
212,1,55,1023,426,1478,726
212,1,48,1404,576,1723,770
212,1,44,1660,567,1927,820
212,10,43,1020,424,1477,726
212,1,20,-33,554,279,774
213,1,55,1011,419,1482,728
213,1,48,1402,578,1733,776
213,1,44,1670,575,1927,831
213,10,43,1009,423,1480,728
213,1,20,-33,556,261,780
214,1,55,993,418,1484,736
214,1,48,1413,581,1774,784
214,1,44,1681,556,1931,833
214,10,20,-34,557,239,784
215,1,55,973,418,1480,741
215,1,48,1409,586,1785,793
215,1,44,1695,555,1933,847
215,10,20,-35,566,217,793
216,1,59,398,548,476,607
216,1,55,958,415,1480,745
216,1,48,1409,589,1801,801
216,1,44,1708,568,1934,866
216,10,20,-34,574,197,802
217,1,55,947,413,1485,748
217,1,48,1411,588,1821,805
217,1,44,1719,574,1933,875
217,10,20,-32,580,180,807
218,1,55,922,417,1459,753
218,1,48,1417,590,1849,812
218,1,44,1735,578,1934,883
218,10,20,-33,606,159,822
219,1,55,902,418,1441,759
219,1,48,1428,593,1882,819
219,1,44,1751,596,1935,901
219,10,20,-32,622,139,831
220,1,55,890,425,1434,776
220,1,48,1427,594,1898,825
220,1,44,1764,607,1935,912
220,10,20,-30,628,122,833
221,1,55,880,426,1432,779
221,1,48,1427,598,1910,832
221,1,44,1783,629,1936,929
221,10,20,-29,629,104,835
222,1,55,872,428,1431,781
222,1,48,1426,604,1916,840
222,1,44,1800,633,1937,935
222,10,20,-28,643,87,838
223,1,55,864,432,1440,788
223,1,48,1426,610,1921,849
223,1,44,1814,641,1936,944
223,10,20,-26,629,71,828
224,1,55,868,436,1483,793
224,1,48,1430,618,1926,861
224,10,44,1832,636,1937,948
225,1,55,852,441,1487,806
225,10,48,1433,631,1929,874
225,1,44,1850,650,1938,958
226,1,55,830,443,1480,813
226,10,48,1440,639,1932,885
226,1,44,1869,671,1938,968
227,1,55,816,447,1483,823
227,10,48,1448,644,1934,894
228,1,55,809,446,1498,830
228,10,48,1453,647,1935,903
229,1,55,794,447,1501,834
229,10,48,1459,648,1935,909
230,1,55,776,447,1497,839
230,10,48,1466,643,1936,912
231,1,55,766,446,1509,840
231,10,48,1474,632,1937,911
232,1,55,754,442,1518,840
232,10,48,1482,607,1939,905
233,1,55,748,438,1544,839
233,10,48,1485,595,1937,908
234,1,55,738,437,1564,841
234,10,48,1493,587,1938,914
235,1,55,728,435,1577,839
235,10,48,1498,579,1936,919
236,1,55,712,435,1581,841
236,10,48,1506,576,1936,926
237,1,55,696,434,1582,842
237,10,48,1512,572,1936,931
238,1,55,682,435,1591,843
238,10,48,1526,570,1938,935
239,1,55,667,437,1593,848
239,10,48,1528,567,1935,940
240,1,55,653,436,1596,853
240,10,48,1534,566,1934,946
241,1,55,643,419,1608,846
241,10,48,1542,566,1934,952
242,1,55,633,416,1623,846
242,10,48,1549,566,1934,956
243,1,55,611,413,1628,847
243,10,48,1556,564,1934,959
244,1,55,593,411,1633,844
244,10,48,1562,563,1933,962
245,1,55,575,392,1637,840
245,10,48,1566,563,1932,965
246,1,55,560,374,1641,837
246,10,48,1570,562,1931,965
247,1,55,535,370,1636,840
247,10,48,1573,563,1930,967
248,1,55,521,379,1637,845
248,10,48,1577,564,1929,969
249,1,55,502,382,1638,853
249,10,48,1583,567,1930,972
250,1,55,488,382,1640,853
250,10,48,1587,568,1929,975
251,1,55,473,390,1637,855
251,10,48,1589,570,1928,978
252,1,55,459,398,1636,860
252,10,48,1592,573,1928,980
253,1,55,448,402,1639,857
253,10,48,1593,574,1927,981
254,1,55,437,379,1639,849
254,10,48,1593,575,1926,982
255,1,55,431,365,1624,848
255,10,48,1594,579,1925,983
256,1,55,435,372,1624,851
256,10,48,1595,581,1925,984
257,1,55,402,383,1609,858
257,10,48,1596,583,1925,984
258,1,55,383,390,1603,866
258,10,48,1596,586,1924,984
259,1,55,404,376,1624,861
259,10,48,1596,588,1924,985
260,1,55,420,365,1635,857
260,10,48,1596,587,1923,984
261,1,55,429,365,1644,862
261,10,48,1596,587,1923,983
262,1,55,416,359,1638,859
262,10,48,1597,584,1923,982
263,1,55,436,361,1653,862
263,10,48,1600,582,1924,981
264,1,55,445,365,1667,866
264,10,48,1602,581,1924,981
265,1,55,445,354,1666,860
265,10,48,1601,583,1923,983
266,1,55,405,354,1632,861
266,10,48,1603,592,1924,987
267,1,48,1611,607,1927,991
268,1,48,1609,625,1925,995
269,1,48,1609,634,1924,995
270,1,48,1609,622,1923,988
271,1,48,1609,628,1923,991
272,1,48,1610,629,1923,990
273,1,48,1612,611,1923,985
274,1,48,1615,612,1924,990
275,1,48,1616,625,1924,999
276,1,48,1621,632,1925,1003
277,1,66,62,386,1376,852
277,10,48,1625,639,1925,1004
278,1,66,54,391,1355,857
278,10,48,1631,653,1926,1009
279,1,66,46,385,1336,858
279,10,48,1637,660,1927,1009
280,1,66,45,380,1325,855
280,10,48,1643,665,1927,1008
281,1,66,45,382,1328,865
281,10,48,1648,670,1927,1007
282,1,48,1656,669,1928,1006
283,1,48,1665,660,1930,1005
284,1,48,1671,658,1929,1006
285,1,66,3,393,1279,915
285,10,48,1682,649,1931,1003
286,1,48,1693,651,1932,1006
287,1,48,1703,658,1932,1014
288,1,48,1714,672,1933,1023
289,1,48,1723,679,1932,1026
290,1,48,1735,672,1933,1023
291,1,66,-1,353,1319,903
291,10,48,1745,669,1933,1023
292,10,66,-24,346,1263,903
293,10,66,-20,348,1251,900
294,10,66,-21,349,1221,902
295,10,66,-1,345,1257,895
298,10,66,-1,346,1261,903
300,10,66,-24,349,1204,913
302,10,66,-25,347,1179,918
303,10,66,-29,345,1144,909
304,10,66,-25,346,1128,907
305,10,66,-33,345,1085,902
306,10,66,-30,344,1060,898
313,1,69,986,416,1947,853
314,1,69,977,404,1945,858
315,1,70,1026,553,1915,865
316,1,70,989,519,1922,859
317,1,70,996,530,1919,866
318,1,70,1001,533,1918,867
319,1,70,1008,535,1917,866
320,1,71,999,381,1918,863
320,1,70,962,545,1899,869
321,1,71,981,395,1910,868
321,1,70,955,548,1903,869
322,1,71,972,415,1906,874
322,1,70,926,549,1899,870
324,1,71,873,407,1882,877
325,1,71,835,410,1885,879
327,1,71,835,417,1897,880
328,1,71,788,407,1893,876
333,1,71,764,386,1901,873
334,1,71,802,391,1924,877
335,1,71,795,378,1924,875
336,1,71,809,370,1931,875
337,1,71,802,364,1926,876
338,1,71,814,361,1929,875
339,1,71,816,359,1921,878
340,1,71,812,361,1909,881
341,1,71,804,358,1897,881
342,1,71,788,359,1885,883
343,1,73,1864,673,1919,993
343,1,71,790,359,1885,883
344,1,73,1864,668,1919,993
344,1,71,783,360,1880,884
345,1,73,1865,674,1920,994
345,1,71,767,351,1883,883
346,1,73,1865,682,1919,996
346,1,71,752,348,1881,883
347,1,73,1865,687,1919,997
347,1,71,742,353,1876,892
348,1,73,1865,686,1919,996
348,1,71,733,355,1868,893
349,1,73,1865,691,1919,997
349,1,71,711,353,1879,897
350,1,71,741,352,1909,894
351,1,71,692,361,1872,898
352,1,71,692,350,1892,891
353,1,71,670,354,1898,907
354,1,71,653,351,1902,908
355,1,71,648,348,1911,916
356,1,71,624,342,1908,918
357,1,71,614,336,1912,913
358,1,71,603,329,1909,906
359,10,71,591,319,1911,899
360,1,71,568,329,1903,921
361,1,71,554,327,1898,921
362,1,71,538,332,1891,935
363,1,71,532,337,1888,942
364,10,71,518,283,1877,899
365,10,71,534,301,1896,903
369,1,71,526,310,1647,896
370,1,71,476,333,1582,920
371,1,71,493,333,1563,912
372,10,71,481,341,1544,906
373,1,71,453,343,1532,900
374,1,80,567,314,1502,876
374,1,79,805,427,1819,888
374,1,71,487,347,1518,899
375,1,81,1504,599,1712,726
375,10,80,557,300,1501,874
375,1,79,897,480,1794,890
375,1,71,468,361,1494,913
376,1,81,1502,600,1710,731
376,1,71,408,359,1458,914
377,1,71,449,364,1467,917
378,10,71,485,355,1465,901
380,1,81,1516,600,1711,742
381,10,81,1515,602,1709,752
382,10,80,485,257,1403,854
382,1,71,794,383,1726,891
383,1,80,462,225,1392,851
383,10,71,803,371,1724,882
384,1,71,805,371,1721,882
386,10,85,319,345,1384,862
387,10,85,335,350,1375,863
388,10,85,347,337,1374,861
388,1,71,289,369,1336,883
389,10,85,336,310,1366,852
389,1,71,209,240,1331,829
390,10,88,1513,597,1696,727
390,1,85,339,328,1358,853
391,1,88,1508,597,1697,727
391,10,85,319,329,1345,850
392,1,88,1506,597,1698,729
392,10,85,307,335,1336,846
393,1,89,1864,637,1920,998
393,1,88,1504,597,1699,729
393,1,85,258,353,1314,869
394,1,89,1864,640,1919,998
394,1,88,1501,596,1699,729
394,1,85,237,340,1313,870
395,1,88,1500,597,1699,729
395,1,85,225,329,1310,870
396,1,88,1495,598,1699,735
396,1,85,212,312,1307,864
397,1,88,1494,597,1701,737
397,1,85,222,337,1307,871
398,1,89,1864,637,1920,999
398,1,88,1497,606,1708,761
398,1,85,245,361,1309,883
399,1,89,1864,636,1920,999
399,1,88,1500,609,1713,774
399,1,85,293,362,1318,883
400,1,89,1865,636,1920,998
400,1,88,1502,607,1713,780
401,1,89,1866,676,1919,1005
401,1,88,1505,605,1715,785
402,1,89,1867,685,1919,999
402,1,88,1514,604,1717,789
403,1,89,1868,697,1919,997
403,1,88,1518,602,1716,791
404,1,89,1869,699,1919,994
404,1,88,1517,600,1713,793
405,1,89,1870,702,1919,991
405,1,88,1513,598,1710,793
406,1,89,1871,701,1919,988
406,1,88,1509,598,1708,795
407,1,92,-52,233,1350,889
407,10,89,1873,698,1920,985
407,1,88,1517,597,1711,793
408,1,89,1875,713,1920,990
408,1,88,1516,596,1710,793
409,1,88,1515,595,1710,792
410,1,88,1516,595,1712,792
411,1,88,1510,594,1711,791
412,1,88,1509,595,1712,791
413,1,88,1509,594,1714,790
414,1,88,1510,594,1716,790
415,1,88,1511,594,1718,790
416,1,88,1512,593,1721,790
417,1,88,1512,592,1723,790
418,1,88,1514,591,1724,790
419,1,88,1514,590,1725,790
420,1,88,1516,590,1727,789
421,1,88,1515,589,1728,790
422,1,95,76,232,1360,894
422,10,88,1517,589,1729,790
423,1,88,1518,589,1729,789
424,1,88,1519,589,1730,789
425,1,88,1519,589,1730,788
426,1,99,1831,645,1915,876
426,1,95,6,312,1316,894
426,10,88,1519,589,1729,788
427,1,99,1813,649,1912,875
427,1,95,3,301,1305,888
427,10,88,1518,590,1729,788
428,1,99,1799,656,1911,874
428,1,95,-3,310,1280,892
428,10,88,1519,590,1729,787
429,1,99,1780,645,1909,873
429,1,95,-4,306,1263,890
429,10,88,1520,589,1728,785
430,1,99,1761,638,1909,876
430,1,95,10,304,1294,889
430,10,88,1520,590,1728,785
431,1,99,1744,639,1909,880
431,1,95,14,309,1295,890
431,10,88,1520,590,1727,785
432,1,99,1728,630,1910,879
432,1,95,-5,316,1237,891
432,10,88,1518,590,1726,785
433,1,99,1710,622,1909,878
433,1,95,-8,316,1209,888
433,10,88,1519,590,1726,784
434,1,99,1688,618,1908,881
434,1,95,19,319,1251,890
434,10,88,1518,590,1725,784
435,1,103,15,368,997,872
435,1,99,1670,613,1908,881
435,1,95,33,318,1274,888
435,1,88,1519,591,1724,784
436,1,103,26,351,979,863
436,1,99,1653,612,1908,882
436,1,88,1518,591,1723,784
437,1,103,7,365,941,869
437,1,99,1635,613,1908,882
437,10,88,1519,592,1722,784
438,1,103,-4,355,917,865
438,1,99,1618,613,1908,882
438,1,88,1525,592,1722,784
439,1,103,-6,360,895,867
439,1,99,1596,613,1906,881
440,1,103,-11,352,870,862
440,1,99,1576,614,1906,881
441,1,103,-16,347,842,861
441,1,99,1552,614,1904,879
442,1,103,-16,344,821,861
442,1,99,1533,614,1904,878
443,1,103,-15,336,805,865
443,1,99,1515,616,1905,877
444,1,103,-17,332,778,863
444,1,99,1494,617,1904,878
445,1,103,-20,331,746,862
445,1,99,1473,619,1904,878
446,1,103,-16,332,729,861
446,1,99,1452,621,1904,879
447,1,103,-17,328,705,861
447,1,99,1435,622,1905,878
448,1,103,-17,335,678,863
448,1,99,1414,623,1905,879
449,1,103,-13,339,659,862
449,1,99,1396,622,1906,880
